spindle_current_mean,spindle_power_mean,feed_velocity_mean,spindle_current_max,spindle_power_max,feed_velocity_max,spindle_current_std,spindle_power_std,feed_velocity_std,tool_condition,device_id
40.2106,0.239,13.4485,40.2106,0.239,13.4485,0.0,0.0,0.0,1,1
33.99065,0.27635,12.58165,40.2106,0.3137,13.4485,8.796337647282533,0.05282087655463509,1.2259110265431166,1,1
29.236633333333334,0.27343333333333336,10.072033333333334,40.2106,0.3137,13.4485,10.319389584822028,0.03769009595813379,4.432375927573532,1,1
30.21365,0.2455,10.673775,40.2106,0.3137,13.4485,8.649361086423282,0.06378176332881784,3.813879439079496,1,1
27.68216,0.2646,11.23708,40.2106,0.341,13.4903,9.388865400196128,0.06982216696723183,3.534942700667155,1,1
29.75508,0.27214,11.593440000000001,50.5752,0.341,15.2303,13.212188113518518,0.06838737456577786,3.885992308664545,1,1
28.16612,0.2528,11.88264,50.5752,0.341,15.2303,13.966697364337785,0.06736159885275882,3.9505522022876756,1,1
28.220575,0.284275,12.5991,50.5752,0.341,15.2303,15.218295304966544,0.05205621160502048,2.8701237243947078,1,1
26.182933333333335,0.25516666666666665,11.596499999999999,33.7979,0.3024,13.1608,7.070430906481824,0.04341593409490723,2.668761190140476,1,1
30.48006666666667,0.25643333333333335,9.838166666666666,33.7979,0.3024,13.1137,4.841074089841363,0.04176988548384264,2.854086915868773,1,1
26.90365,0.26045,10.552075,33.7979,0.3024,13.1137,8.172332811994385,0.03503831236422968,2.73298405578347,1,1
28.372775,0.26145,13.19605,33.7979,0.3064,19.0909,8.226095398334502,0.03665446766766634,4.590099787223225,1,1
22.398,0.2797,13.350275,32.7173,0.3191,19.0909,11.136575810364697,0.04391772610992817,4.5967694796635925,1,1
18.4341,0.29133333333333333,17.435166666666667,30.8015,0.3191,19.484,10.965603477693337,0.03763433715815034,3.2142639193652722,1,1
19.145666666666667,0.2728333333333333,18.552333333333333,32.9362,0.3191,22.4424,12.172268883545645,0.04008607405737475,4.429996263354339,1,1
19.607725,0.266975,15.795625000000001,32.9362,0.3191,22.4424,9.981486769473113,0.03476409785971727,6.594013037281118,1,1
25.984325000000002,0.24717500000000003,16.464175,35.4052,0.2509,22.4424,9.85804436095213,0.004949999999999757,6.4488229760037115,1,1
24.205000000000002,0.25728,15.883020000000002,35.4052,0.2977,22.4424,9.41890472639999,0.022998521691621806,5.734038193280546,1,1
25.426920000000003,0.26918000000000003,15.23882,35.4052,0.308,22.4424,8.17593812825171,0.031237429471709065,5.3995170072887095,1,1
26.57946,0.27172,13.3649,38.6989,0.308,16.4048,9.753182581239832,0.029865649164215368,3.600740640479401,1,1
28.72298,0.26776,13.32012,38.6989,0.308,16.4048,9.38967845493125,0.034515692083456735,3.6917584200486373,1,1
21.327640000000002,0.27454,12.56748,38.6989,0.308,16.263,15.429779905364823,0.030804999594221682,3.2645491560091426,1,1
22.32788,0.26368,13.183700000000002,38.6989,0.308,16.6395,15.247233003138637,0.030163753082134814,3.7526628465664236,1,1
21.2955,0.26954,12.836400000000001,38.6989,0.3373,16.6395,15.555664384397089,0.041603341211974766,3.465827846994136,1,1
15.204760000000002,0.26816,15.608920000000001,31.7115,0.3373,26.9354,12.74618773939879,0.041962518990165475,7.216983977881622,1,1
14.81402,0.26974,16.49774,29.7578,0.3373,26.9354,12.128647148672435,0.04026192990903439,6.129892518878292,1,1
19.28138,0.27931999999999996,17.6452,29.7578,0.3373,26.9354,7.99315750733088,0.04665985426466739,5.752998221797054,1,1
18.256,0.29786,18.646340000000002,29.7578,0.3373,26.9354,7.870873554758709,0.047232488818608795,5.965842672498168,1,1
22.92676,0.26914000000000005,18.098580000000002,38.9035,0.3361,26.9354,11.808024853166595,0.05935745951436935,6.537063008492428,1,1
29.68698,0.2789,15.644479999999998,42.0463,0.3361,21.6452,10.945587435903109,0.060795230076051185,4.316263073771111,1,1
28.000400000000003,0.26926,16.69278,42.0463,0.3361,21.6452,11.564170346808282,0.07182233635854515,3.729217570349048,1,1
30.084500000000002,0.2536,15.55258,42.0463,0.3361,21.6452,10.851300386820004,0.06581489193184165,3.949817568825177,1,1
29.917140000000007,0.24676,12.91652,42.0463,0.3055,16.9872,11.107709976993457,0.05616741047974345,3.1927794712444464,1,1
22.889375,0.250825,14.164575000000001,31.1858,0.3019,18.5283,6.245888025666703,0.04749957017349378,4.535262044156508,1,1
27.051724999999998,0.253775,14.344625,37.9743,0.3019,18.5283,9.536597957823673,0.04250908726378389,4.696116498679166,1,1
28.543025,0.2606,13.937025,37.9743,0.3019,18.5283,10.783459223698426,0.042479642183050385,4.952744710679792,1,1
31.193875,0.23015,16.787300000000002,37.9743,0.2707,19.866,7.523977581649655,0.04647332568258907,3.928585951713426,1,1
32.60136,0.22304,17.14076,38.2313,0.2707,19.866,7.236210963826298,0.043273409849467544,3.49285134854034,1,1
34.55306,0.23514,16.783440000000002,38.2313,0.3292,19.866,4.917158181612615,0.0631336122837906,3.405717101140384,1,1
33.835319999999996,0.2426,15.41206,38.2313,0.3292,19.866,4.5404070441976785,0.060243381379202106,4.223100026402408,1,1
33.158519999999996,0.23620000000000002,17.33578,38.2313,0.3292,20.6661,4.158780682724195,0.05817615490903464,3.917599854119876,1,1
33.88478,0.24762,19.006600000000002,38.2313,0.3292,28.2201,2.8737154446813094,0.04934462483391678,6.314637078249241,1,1
29.30854,0.27104,18.2615,34.3856,0.3292,28.2201,7.952440281636824,0.045530791778751196,6.594882446260896,1,1
27.494039999999995,0.25314,18.551,34.3856,0.3117,28.2201,8.025529180870254,0.03274817552169885,6.543055133498426,1,1
25.364720000000002,0.26496,18.85228,33.767,0.3117,28.2201,7.098823536122025,0.03654364513838208,6.12089879609197,1,1
25.16148,0.26248,18.499299999999998,32.7508,0.3117,28.2201,6.806660680318948,0.039102455165884356,6.040510824011503,1,1
25.50578,0.26676,16.4092,32.7508,0.3117,18.9012,7.1692316242397975,0.03674367972862811,2.7453143472105483,1,1
30.569000000000003,0.274875,14.712974999999998,33.7048,0.3171,18.9012,4.601802061511694,0.04049381640036736,4.3334126446908705,1,1
30.335266666666666,0.2937,16.4666,33.7048,0.3171,21.806,4.504041626509824,0.030955290339455547,6.0962479903626114,1,1
24.12633333333333,0.2618333333333333,15.6915,33.7048,0.3171,21.806,10.169271065977807,0.08579186053078301,5.994723820994604,1,1
18.365066666666667,0.2868,14.177733333333336,25.2196,0.392,21.806,6.118688801804964,0.11562750537826193,8.334047740644003,1,1
18.98255,0.279575,13.171700000000001,25.2196,0.392,21.806,5.146265095840551,0.09550889574624272,7.095959890435309,1,1
18.085675000000002,0.255775,12.224499999999999,21.6321,0.392,18.0172,3.845079832179487,0.09873541664468731,5.668536633617768,1,1
